rail,mvt,designation,reference,id,work_order,point,path,position_type,speed,cnt,x_j1,y_j2,z_j3,w_j4,p_j5,r_j6,e1,wrist,forearm,arm,conf_j1,conf_j4,conf_j6,UF,UT
5,work,fastener,ASNA2392-3-04,476,2,10,LINEAR,CRT,100,0,214.18,548.70,24.47,-90.00,-80.00,-180.00,995.94,F,U,T,0,0,0,3,1
5,work,fastener,ASNA2392-3-04,478,3,11,LINEAR,CRT,100,0,202.34,548.70,6.51,-90.00,-80.00,-180.00,995.94,F,U,T,0,0,0,3,1
5,work,fastener,ASNA2392-3-04,475,4,12,LINEAR,CRT,100,0,190.34,548.70,24.51,-90.00,-80.00,-180.00,995.94,F,U,T,0,0,0,3,1
5,work,fastener,ASNA2392-3-04,474,5,13,LINEAR,CRT,100,0,178.34,548.70,6.51,-90.00,-80.00,-180.00,995.94,F,U,T,0,0,0,3,1
5,work,fastener,ASNA2392-3-04,473,6,14,LINEAR,CRT,100,0,166.34,548.70,24.51,-90.00,-83.91,-180.00,995.94,F,U,T,0,0,0,3,1
5,work,fastener,ASNA2392-3-04,472,7,15,LINEAR,CRT,100,0,154.34,548.70,6.51,-90.00,-80.00,-180.00,995.94,F,U,T,0,0,0,3,1
5,work,fastener,ASNA2392-3-04,471,8,16,LINEAR,CRT,100,0,142.34,548.70,24.51,90.00,-88.23,0.00,995.94,F,U,T,0,0,0,3,1
5,work,fastener,ASNA2392-3-04,470,9,17,LINEAR,CRT,100,0,128.34,548.70,8.51,90.00,-87.92,0.00,995.94,F,U,T,0,0,0,3,1
5,work,fastener,ASNA2392-3-04,469,10,18,LINEAR,CRT,100,0,114.34,548.70,24.51,90.00,-83.26,0.00,995.94,F,U,T,0,0,0,3,1
5,work,fastener,ASNA2392-3-04,468,11,19,LINEAR,CRT,100,0,100.34,548.70,8.51,90.00,-85.02,0.00,995.94,F,U,T,0,0,0,3,1
5,work,fastener,ASNA2392-3-04,467,12,20,LINEAR,CRT,100,0,86.34,548.70,24.51,90.00,-70.81,0.00,995.94,F,U,T,0,0,0,3,1
5,work,fastener,EN6115V3-4,480,13,21,LINEAR,CRT,100,0,72.34,548.70,8.51,90.00,-78.02,0.00,995.94,F,U,T,0,0,0,3,1
5,work,fastener,EN6115V3-4,479,14,22,LINEAR,CRT,100,0,44.34,548.70,8.51,90.00,-81.18,0.00,995.94,F,U,T,0,0,0,3,1
5,work,fastener,ASNA2392-3-04,466,15,23,LINEAR,CRT,100,0,30.34,548.70,24.51,90.00,-74.81,0.00,995.94,F,U,T,0,0,0,3,1
5,work,fastener,ASNA2392-3-04,465,16,24,LINEAR,CRT,100,0,16.34,548.70,8.51,90.00,-70.97,0.00,995.94,F,U,T,0,0,0,3,1
5,work,fastener,ASNA2392-3-04,464,17,25,LINEAR,CRT,100,0,2.34,548.70,24.51,90.00,-69.21,0.00,995.94,F,U,T,0,0,0,3,1
5,work,fastener,ASNA2392-3-04,463,18,26,LINEAR,CRT,100,0,-11.66,548.70,8.51,90.00,-71.38,0.00,995.94,F,U,T,0,0,0,3,1
5,work,fastener,ASNA2392-3-04,462,19,27,LINEAR,CRT,100,0,-25.66,548.70,24.51,90.00,-65.58,0.00,995.94,F,U,T,0,0,0,3,1
5,work,fastener,ASNA2392-3-04,461,20,28,LINEAR,CRT,100,0,-39.66,548.70,8.51,90.00,-74.39,0.00,995.94,F,U,T,0,0,0,3,1
5,work,fastener,ASNA2392-3-04,460,21,29,LINEAR,CRT,100,0,-53.66,548.70,24.51,90.00,-64.75,0.00,995.94,F,U,T,0,0,0,3,1
5,work,fastener,ASNA2392-3-04,459,22,30,LINEAR,CRT,100,0,-65.66,548.70,6.51,90.00,-68.69,0.00,995.94,F,U,T,0,0,0,3,1
5,work,fastener,ASNA2392-3-04,458,23,31,LINEAR,CRT,100,0,-77.66,548.70,24.51,90.00,-61.33,0.00,995.94,F,U,T,0,0,0,3,1
5,work,fastener,ASNA2392-3-04,457,24,32,LINEAR,CRT,100,0,-89.66,548.70,6.51,90.00,-62.68,0.00,995.94,F,U,T,0,0,0,3,1
5,work,fastener,ASNA2392-3-04,456,25,33,LINEAR,CRT,100,0,-101.66,548.70,24.51,90.00,-54.69,0.00,995.94,F,U,T,0,0,0,3,1
5,work,fastener,ASNA2392-3-04,455,26,34,LINEAR,CRT,100,0,-113.66,548.70,6.51,90.00,-60.08,0.00,995.94,F,U,T,0,0,0,3,1
5,clearance,rail,E53233045200,5,2,8,LINEAR,JOINT,100,0,-59.78,56.34,-13.84,103.86,102.50,6.50,995.94,,,,,,,3,1
5,clearance,rail,E53233045200,5,2,7,LINEAR,JOINT,1000,100,-58.39,48.78,-19.32,104.45,99.87,11.59,995.94,,,,,,,3,1
5,clearance,rail,E53233045200,5,2,6,JOINT,JOINT,75,50,-59.29,47.44,-21.02,88.51,106.25,27.05,995.94,,,,,,,3,1
5,clearance,rail,E53233045200,5,2,5,LINEAR,JOINT,1000,50,-43.81,46.30,17.95,102.48,94.41,-31.01,995.94,,,,,,,3,1
5,clearance,rail,E53233045200,5,2,4,JOINT,JOINT,75,100,-31.68,29.92,13.35,104.80,81.46,-28.24,995.94,,,,,,,3,1
5,clearance,rail,E53233045200,5,2,3,JOINT,JOINT,75,100,-30.79,40.03,-5.71,88.94,115.58,13.89,995.94,,,,,,,3,1
5,clearance,rail,E53233045200,5,2,2,JOINT,JOINT,75,100,-15.93,22.77,-30.35,1.52,115.53,-105.22,995.94,,,,,,,3,1
5,clearance,rail,E53233045200,5,2,1,JOINT,JOINT,75,100,0.00,18.51,-39.04,0.00,106.04,-90.00,995.94,,,,,,,3,1
6,station,rail,E53233043200,6,1,1,JOINT,JOINT,75,0,0.00,18.51,-39.04,0.00,106.04,-90.00,468.94,,,,,,,3,1
6,approach,rail,E53233043200,6,1,2,JOINT,JOINT,75,100,-15.93,22.77,-30.35,1.52,115.53,-105.22,468.94,,,,,,,3,1
6,approach,rail,E53233043200,6,1,3,JOINT,JOINT,75,100,-30.79,40.03,-5.71,88.94,115.58,13.89,468.94,,,,,,,3,1
6,approach,rail,E53233043200,6,1,4,JOINT,JOINT,75,100,-31.68,29.92,13.35,104.80,81.46,-28.24,468.94,,,,,,,3,1
6,approach,rail,E53233043200,6,1,5,JOINT,JOINT,75,50,-43.81,46.30,17.95,102.48,94.41,-31.01,468.94,,,,,,,3,1
6,approach,rail,E53233043200,6,1,6,LINEAR,JOINT,2000,50,-59.29,47.44,-21.02,88.51,106.25,27.05,468.94,,,,,,,3,1
6,approach,rail,E53233043200,6,1,7,LINEAR,JOINT,2000,100,-58.39,48.78,-19.32,104.45,99.87,11.59,468.94,,,,,,,3,1
6,approach,rail,E53233043200,6,1,8,LINEAR,JOINT,100,0,-59.78,56.34,-13.84,103.86,102.50,6.50,468.94,,,,,,,3,1
6,work,fastener,ASNA2392-3-04,424,1,9,LINEAR,CRT,100,0,226.34,21.70,6.51,-90.00,-80.84,180.00,468.94,F,U,T,0,0,0,3,1
6,work,fastener,ASNA2392-3-04,425,2,10,LINEAR,CRT,100,0,214.18,21.70,24.47,-90.00,-80.00,-180.00,468.94,F,U,T,0,0,0,3,1
6,work,fastener,ASNA2392-3-04,427,3,11,LINEAR,CRT,100,0,202.34,21.70,6.51,-90.00,-80.00,-180.00,468.94,F,U,T,0,0,0,3,1
6,work,fastener,ASNA2392-3-04,426,4,12,LINEAR,CRT,100,0,190.34,21.70,24.51,-90.00,-80.00,-180.00,468.94,F,U,T,0,0,0,3,1
6,work,fastener,ASNA2392-3-04,428,5,13,LINEAR,CRT,100,0,178.34,21.70,6.51,-90.00,-80.00,-180.00,468.94,F,U,T,0,0,0,3,1
6,work,fastener,ASNA2392-3-04,429,6,14,LINEAR,CRT,100,0,166.34,21.70,24.51,-90.00,-83.91,-180.00,468.94,F,U,T,0,0,0,3,1
6,work,fastener,ASNA2392-3-04,430,7,15,LINEAR,CRT,100,0,154.34,21.70,6.51,-90.00,-80.00,-180.00,468.94,F,U,T,0,0,0,3,1
6,work,fastener,ASNA2392-3-04,431,8,16,LINEAR,CRT,100,0,142.34,21.70,24.51,90.00,-88.23,0.00,468.94,F,U,T,0,0,0,3,1
6,work,fastener,ASNA2392-3-04,432,9,17,LINEAR,CRT,100,0,128.34,21.70,8.51,90.00,-87.92,0.00,468.94,F,U,T,0,0,0,3,1
6,work,fastener,ASNA2392-3-04,433,10,18,LINEAR,CRT,100,0,114.34,21.70,24.51,90.00,-83.26,0.00,468.94,F,U,T,0,0,0,3,1
6,work,fastener,ASNA2392-3-04,434,11,19,LINEAR,CRT,100,0,100.34,21.70,8.51,90.00,-85.02,0.00,468.94,F,U,T,0,0,0,3,1
6,work,fastener,ASNA2392-3-04,435,12,20,LINEAR,CRT,100,0,86.34,21.70,24.51,90.00,-70.81,0.00,468.94,F,U,T,0,0,0,3,1
6,work,fastener,EN6115V3-4,454,13,21,LINEAR,CRT,100,0,72.34,21.70,8.51,90.00,-78.02,0.00,468.94,F,U,T,0,0,0,3,1
6,work,fastener,EN6115V3-4,453,14,22,LINEAR,CRT,100,0,44.34,21.70,8.51,90.00,-81.18,0.00,468.94,F,U,T,0,0,0,3,1
6,work,fastener,ASNA2392-3-04,437,15,23,LINEAR,CRT,100,0,30.34,21.70,24.51,90.00,-74.81,0.00,468.94,F,U,T,0,0,0,3,1
6,work,fastener,ASNA2392-3-04,436,16,24,LINEAR,CRT,100,0,16.34,21.70,8.51,90.00,-70.97,0.00,468.94,F,U,T,0,0,0,3,1
6,work,fastener,ASNA2392-3-04,439,17,25,LINEAR,CRT,100,0,2.34,21.70,24.51,90.00,-69.21,0.00,468.94,F,U,T,0,0,0,3,1
6,work,fastener,ASNA2392-3-04,438,18,26,LINEAR,CRT,100,0,-11.66,21.70,8.51,90.00,-71.38,0.00,468.94,F,U,T,0,0,0,3,1
6,work,fastener,ASNA2392-3-04,441,19,27,LINEAR,CRT,100,0,-25.66,21.70,24.51,90.00,-65.58,0.00,468.94,F,U,T,0,0,0,3,1
6,work,fastener,ASNA2392-3-04,440,20,28,LINEAR,CRT,100,0,-39.66,21.70,8.51,90.00,-74.39,0.00,468.94,F,U,T,0,0,0,3,1
6,work,fastener,ASNA2392-3-04,443,21,29,LINEAR,CRT,100,0,-53.66,21.70,24.51,90.00,-64.75,0.00,468.94,F,U,T,0,0,0,3,1
6,work,fastener,ASNA2392-3-04,442,22,30,LINEAR,CRT,100,0,-65.66,21.70,6.51,90.00,-68.69,0.00,468.94,F,U,T,0,0,0,3,1
6,work,fastener,ASNA2392-3-04,445,23,31,LINEAR,CRT,100,0,-77.66,21.70,24.51,90.00,-61.33,0.00,468.94,F,U,T,0,0,0,3,1
6,work,fastener,ASNA2392-3-04,444,24,32,LINEAR,CRT,100,0,-89.66,21.70,6.51,90.00,-62.68,0.00,468.94,F,U,T,0,0,0,3,1
6,work,fastener,ASNA2392-3-04,447,25,33,LINEAR,CRT,100,0,-101.66,21.70,24.51,90.00,-54.69,0.00,468.94,F,U,T,0,0,0,3,1
6,work,fastener,ASNA2392-3-04,446,26,34,LINEAR,CRT,100,0,-113.66,21.70,6.51,90.00,-60.08,0.00,468.94,F,U,T,0,0,0,3,1
6,clearance,rail,E53233043200,6,1,8,LINEAR,JOINT,100,0,-59.78,56.34,-13.84,103.86,102.50,6.50,468.94,,,,,,,3,1
6,clearance,rail,E53233043200,6,1,7,LINEAR,JOINT,1000,100,-58.39,48.78,-19.32,104.45,99.87,11.59,468.94,,,,,,,3,1
6,clearance,rail,E53233043200,6,1,6,JOINT,JOINT,75,50,-59.29,47.44,-21.02,88.51,106.25,27.05,468.94,,,,,,,3,1
6,clearance,rail,E53233043200,6,1,5,LINEAR,JOINT,1000,50,-43.81,46.30,17.95,102.48,94.41,-31.01,468.94,,,,,,,3,1
6,clearance,rail,E53233043200,6,1,4,JOINT,JOINT,75,100,-31.68,29.92,13.35,104.80,81.46,-28.24,468.94,,,,,,,3,1
6,clearance,rail,E53233043200,6,1,3,JOINT,JOINT,75,100,-30.79,40.03,-5.71,88.94,115.58,13.89,468.94,,,,,,,3,1
6,clearance,rail,E53233043200,6,1,2,JOINT,JOINT,75,100,-15.93,22.77,-30.35,1.52,115.53,-105.22,468.94,,,,,,,3,1
6,clearance,rail,E53233043200,6,1,1,JOINT,JOINT,75,100,0.00,18.51,-39.04,0.00,106.04,-90.00,468.94,,,,,,,3,1
